Ticker,ano,lpa
HYPE3,2023,2.60564
PDGR3,2023,98.70034
GEPA4,2023,0.0
TRPL4,2023,4.31202
TPIS3,2023,-0.18492
EQTL3,2023,0.0
LIGT3,2023,0.7
CLSA3,2023,-0.149
BRAP4,2023,4.98386
MRFG3,2023,-2.3663
ATMP3,2023,22.0871
ECOR3,2023,0.81878
ENEV3,2023,0.13754
BIOM3,2023,1.0
FRIO3,2023,-1.9792
SEER3,2023,-0.21852
LVTC3,2023,-0.185
RDOR3,2023,0.9051
GOLL4,2023,-2.92
MDIA3,2023,2.6214
SIMH3,2023,-0.5988
ABEV3,2023,0.9210638756
SMFT3,2023,1.7681
EMBR3,2023,1.0666
SGPS3,2023,-21.3184
MULT3,2023,1.7478
FIEI3,2023,0.0
TAEE11,2023,1.3235
MTRE3,2023,0.85449
TCSA3,2023,-0.75072
LPSB3,2023,0.1711
IGSN3,2023,0.0
DESK3,2023,1.07
JHSF3,2023,0.7344
EZTC3,2023,1.08
MRVE3,2023,-0.05727
ALUP11,2023,0.768451819
GUAR3,2023,-0.06863
GPAR3,2023,0.0
PTCA3,2023,8.6613
NEXP3,2023,-58.34521
CURY3,2023,1.6506
SYNE3,2023,-0.0657868683
YDUQ3,2023,0.52387
TRIS3,2023,0.68024
CMIN3,2023,0.65057
LOGG3,2023,1.92644
BMOB3,2023,1.0
OSXB3,2023,-378.35
OPCT3,2023,0.3701
KLAS3,2023,609.0
GGPS3,2023,0.96
ANIM3,2023,0.0
TECN3,2023,0.7979
AZUL4,2023,-6.85
B3SA3,2023,0.72479
ELMD3,2023,0.48291
INNC3,2023,0.53
SOMA3,2023,-2.06
PRIO3,2023,6.16424
BRBI11,2023,0.49
CVCB3,2023,-1.22203
ORVR3,2023,0.48
ENAT3,2023,0.0
APER3,2023,0.34
QUAL3,2023,-0.2952
MDNE3,2023,0.0
RRRP3,2023,1.81
DMVF3,2023,0.422
MELK3,2023,0.0
VVEO3,2023,1.19952
AERI3,2023,-0.087
AMBP3,2023,-0.34
HBSA3,2023,0.0231
SBFG3,2023,1.0
KRSA3,2023,0.0
SAEN3,2023,1.93
ZAMP3,2023,-0.3573
CASH3,2023,0.0
NINJ3,2023,0.0728
HBRE3,2023,1.2774329073
SNSY3,2023,-17.82982
SNSY5,2023,-17.82982
FESA4,2023,4.64245
LLBI3,2023,-1.811
SUZB3,2023,10.85794
ARZZ3,2023,3.6042
DIRR3,2023,2.06
RENT3,2023,1.77146
AVLL3,2023,-22.9
ENJU3,2023,0.26287
CMIG4,2023,2.62
CRIV4,2023,0.19088
BMEB4,2023,3.7913
BRGE11,2023,0.4189691759
CEDO4,2023,8.04
CSMG3,2023,3.64
MEAL3,2023,-0.28726
BBSE3,2023,3.99
DOTZ3,2023,-4.57
PETZ3,2023,0.03536
GRAO3,2023,0.03
PRNR3,2023,0.36921
BRIT3,2023,0.0
ALLD3,2023,1.3135
OFSA3,2023,-0.9294561821
AGXY3,2023,-2.23
CTSA3,2023,-3.1901
CTSA4,2023,-3.1901
MOVI3,2023,-1.8241425913
PASS5,2023,2.21205
CXSE3,2023,1.19408
CTNM4,2023,0.0
VAMO3,2023,0.55539
PLPL3,2023,1.37
GMAT3,2023,0.55
COMR3,2023,0.1151
TRAD3,2023,-0.87032
LAVV3,2023,1.1843
ESPA3,2023,0.0
MILS3,2023,1.34
AURE3,2023,-0.31769
SCAR3,2023,0.0
TEGA3,2023,0.3332
MBLY3,2023,-0.79956
NTCO3,2023,2.1582
PETR4,2023,9.57
JFEN3,2023,-1.468
CSNA3,2023,-0.23996
MOAR3,2023,71.75
VLID3,2023,2.66521
PORT3,2023,0.9082
UGPA3,2023,2.2272
IRBR3,2023,-1.51
SOND5,2023,5.04679
RPMG3,2023,-14.46
TKNO4,2023,12.387
VALE3,2023,0.0
GGBR4,2023,4.29
VIVA3,2023,1.5689
UNIP5,2023,7.8563
VBBR3,2023,4.2561
QUSW3,2023,22.94
BRQB3,2023,0.0
AESB3,2023,0.2226864719
IFCM3,2023,0.0
HMOB3,2023,0.0405
BRKM5,2023,-5.74575
LOGN3,2023,0.57
EPAR3,2023,1.0467
SRNA3,2023,1.1215
AALR3,2023,-1926.0
EVEN3,2023,1.049
SBSP3,2023,5.15506
CEAB3,2023,0.0076
VITT3,2023,0.6802
PFRM3,2023,0.574
BAHI3,2023,0.0
MGLU3,2023,-0.146
HBOR3,2023,0.3831974317
VSTE3,2023,0.20219
BOBR4,2023,0.34605
CSAN3,2023,0.5778
VULC3,2023,2.01801
NUTR3,2023,0.26
PLAS3,2023,-0.06
JSLG3,2023,1.651
TOTS3,2023,1.2168
EUCA4,2023,4.72524
ROMI3,2023,0.0
ODPV3,2023,0.92561
ODPV3,2023,0.92561
BLAU3,2023,1.41
TFCO4,2023,0.7356
PMAM3,2023,-32.02435
LEVE3,2023,5.76926
ALPK3,2023,0.3445
IGTI11,2023,0.0
NEMO5,2023,14.24147
MSPA4,2023,0.14854
BBDC4,2023,1.41
BRIV4,2023,0.03503
FLRY3,2023,0.0
ITUB4,2023,3.38
USIM5,2023,1.19
CALI3,2023,2.6
MGEL4,2023,6.0849
RSID3,2023,13.4861
CAMB3,2023,1.71438
ETER3,2023,2.0612
MYPK3,2023,0.20415
APTI4,2023,0.0
BMGB4,2023,0.4595
AMAR3,2023,-7.5992
EUFA3,2023,0.6515
BALM4,2023,0.91235
CBAV3,2023,0.0
DASA3,2023,-1.56083
ITSA4,2023,1.31817
REDE3,2023,0.79
RADL3,2023,0.61063
CSED3,2023,0.2745
RDNI3,2023,-4.59086
VIVR3,2023,-3.1254
BEEF3,2023,0.71754
TEND3,2023,-0.8747
CYRE3,2023,2.51277
CRFB3,2023,-0.38
CPLE5,2023,0.90931
CPLE6,2023,0.90931
OIBR4,2023,-9.12
INEP4,2023,11.51
POSI3,2023,1.7617
TEKA4,2023,-301.18949
EALT4,2023,2.2815
INTB3,2023,1.66121
TXRX4,2023,3.93146
PTBL3,2023,-0.24917
CLSC4,2023,14.9901
WEGE3,2023,1.36608
MWET4,2023,-12.2954
SHUL3,2023,0.73564
SHUL4,2023,0.8092
RSUL4,2023,98.08666
MTSA4,2023,10.4315
FRTA3,2023,2.6509
JOPA4,2023,1.67195
HBTS5,2023,28.5942
FRAS3,2023,1.4133
MNDL3,2023,-2.7534
POMO4,2023,0.86686
RAPT4,2023,1.1626
SLCE3,2023,2.07962
LUPA3,2023,1.2829398942
KLBN11,2023,0.4886
GRND3,2023,0.6182
MNPR3,2023,1.6773
UCAS3,2023,0.2295
RCSL4,2023,-0.04065
KEPL3,2023,1.4808
CGRA4,2023,4.7629
LUXM4,2023,0.8896
PNVL3,2023,0.62
GOAU4,2023,2.48
PATI4,2023,0.56065
BRSR5,2023,2.65
LREN3,2023,1.0195
TASA4,2023,1.20436
RANI3,2023,1.5905
TTEN3,2023,1.15216
LJQQ3,2023,0.10507
ODER4,2023,8.062
DXCO3,2023,0.9772
ELET5,2024,5.0241
CEBR5,2024,0.0
AESO3,2024,-0.04668
ARML3,2024,0.51
AMER3,2024,0.0
ENGI11,2024,1.59
CIEL3,2024,0.52837
NEOE3,2024,2.99
BBML3,2024,-8.3971
GFSA3,2024,-0.437
SEQL3,2024,-53.5485
BRFS3,2024,1.94379
PEAB4,2024,2.1576
OPTS3,2024,-0.00573
PSSA3,2024,4.14884
FIQE3,2024,0.49
EMAE4,2024,1.4
TGMA3,2024,4.09
LWSA3,2024,0.0733
LMED3,2024,-10.3368
PDTC3,2024,-0.3503
RAIL3,2024,-0.5185
TIMS3,2024,0.0
CPFE3,2024,4.74
EGIE3,2024,5.24476
STBP3,2024,0.86265
COGN3,2024,0.0
CCRO3,2024,0.61963
SHOW3,2024,-1.03044
JBSS3,2024,4.34
HYPE3,2024,2.11945
PDGR3,2024,-0.76698
GEPA4,2024,0.0
TRPL4,2024,5.30961
TPIS3,2024,0.82044
EQTL3,2024,0.0
LIGT3,2024,4.41
CLSA3,2024,0.0
MRFG3,2024,3.0939
ATMP3,2024,0.9979
ECOR3,2024,1.2997
ENEV3,2024,0.02514
BIOM3,2024,-0.3
FRIO3,2024,-2.6365
SEER3,2024,-0.00911
LVTC3,2024,0.4493
RDOR3,2024,1.7328
GOLL4,2024,-14.431
PGMN3,2024,0.18
MDIA3,2024,1.90545
SIMH3,2024,-0.1628
ABEV3,2024,0.91755
SMFT3,2024,0.7445
EMBR3,2024,2.612
MULT3,2024,2.4013
FIEI3,2024,0.0
TAEE11,2024,1.63901
MTRE3,2024,0.46504
TCSA3,2024,-2.05182
LPSB3,2024,0.13542
IGSN3,2024,0.0
DESK3,2024,0.87
JHSF3,2024,1.2733
EZTC3,2024,1.85
MRVE3,2024,-0.89409
ALUP11,2024,1.1562459536
GUAR3,2024,0.47103
GPAR3,2024,0.47
PTCA3,2024,9.72361
NEXP3,2024,-55.94337
CURY3,2024,2.2417
SYNE3,2024,3.5786104106
YDUQ3,2024,1.17164
TRIS3,2024,0.95512
CMIN3,2024,0.82765
LOGG3,2024,3.61702
BMOB3,2024,1.4
OSXB3,2024,-505.48
OPCT3,2024,-0.0786
KLAS3,2024,390.0
GGPS3,2024,0.98
ANIM3,2024,0.0
TECN3,2024,0.9817
AZUL4,2024,-26.32
B3SA3,2024,0.8379
ELMD3,2024,0.8222
INNC3,2024,0.67
PRIO3,2024,12.34643
BRBI11,2024,0.61
CVCB3,2024,-0.20273
ORVR3,2024,0.73
QUAL3,2024,0.02339
MDNE3,2024,0.0
RRRP3,2024,-2.72
DMVF3,2024,0.511
MELK3,2024,0.0
VVEO3,2024,-4.45574
AERI3,2024,-15.2386
AMBP3,2024,-1.72
HBSA3,2024,-0.8176
SBFG3,2024,2.2
KRSA3,2024,0.0
ZAMP3,2024,-0.6917
CASH3,2024,0.0
HBRE3,2024,1.3133572857
SNSY3,2024,-2.75426
SNSY5,2024,-2.75426
FESA4,2024,0.99335
LLBI3,2024,-0.89
SUZB3,2024,-5.59313
ARZZ3,2024,2.6145
DIRR3,2024,3.69
RENT3,2024,1.71362
MATD3,2024,0.0
AVLL3,2024,0.44
ENJU3,2024,-0.11748
CMIG4,2024,2.49
BMEB4,2024,4.8488
CEDO4,2024,11.05
CSMG3,2024,3.47
MEAL3,2024,-0.26723
BBSE3,2024,4.46
DOTZ3,2024,-1.24
PETZ3,2024,-0.09244
GRAO3,2024,0.29
PRNR3,2024,0.2262
ALLD3,2024,1.5472
OFSA3,2024,2.49833
AGXY3,2024,-14.25
MOVI3,2024,0.4804
PASS5,2024,2.3701
CXSE3,2024,1.25506
VAMO3,2024,0.3504
PLPL3,2024,0.0
GMAT3,2024,0.6
COMR3,2024,0.3828
TRAD3,2024,0.0
LAVV3,2024,1.7526
ESPA3,2024,0.0
MILS3,2024,1.20984
AURE3,2024,0.26519
SCAR3,2024,0.0
TEGA3,2024,0.0091
MBLY3,2024,-1.5314
NTCO3,2024,-6.4571
PETR4,2024,2.84
JFEN3,2024,0.0
BHIA3,2024,-10.9968745725
CSNA3,2024,-1.9545
MOAR3,2024,5.93
VLID3,2024,4.76166
PORT3,2024,1.1011
UGPA3,2024,2.1438
IRBR3,2024,9.85
SOND5,2024,6.20604
RPMG3,2024,-15.38
TKNO4,2024,17.101
VALE3,2024,0.0
GGBR4,2024,2.18
VIVA3,2024,2.77937
UNIP5,2024,5.2025
VBBR3,2024,5.7104
QUSW3,2024,29.88
BRQB3,2024,0.0
AESB3,2024,-0.6799416274
IFCM3,2024,0.0
HMOB3,2024,0.20586
BRKM5,2024,-14.1998
LOGN3,2024,1.41
EPAR3,2024,-0.4569
SRNA3,2024,0.5766
AALR3,2024,-1.092
EVEN3,2024,0.0
SBSP3,2024,14.02
CEAB3,2024,1.4839
VITT3,2024,0.50199
PFRM3,2024,0.934
BAHI3,2024,0.0
MGLU3,2024,0.61
HBOR3,2024,0.42585
VSTE3,2024,0.00583
CSAN3,2024,-5.1586
VULC3,2024,2.1122
NUTR3,2024,0.78
PLAS3,2024,-8.85
JSLG3,2024,0.72865
TOTS3,2024,1.20589
EUCA4,2024,2.21765
ROMI3,2024,1.22
ODPV3,2024,0.98626
BLAU3,2024,1.22
TFCO4,2024,0.763
PMAM3,2024,-40.42195
LEVE3,2024,3.9943
ALPK3,2024,-0.0739
IGTI11,2024,0.0
NEMO5,2024,-3.81372
MSPA4,2024,0.0624484323
BBDC4,2024,1.71
FLRY3,2024,0.0
ITUB4,2024,4.2
USIM5,2024,-0.12
CALI3,2024,2.14
MGEL4,2024,-7.4304
ALPA4,2024,0.1668086397
CAMB3,2024,1.82644
ETER3,2024,0.6288
MYPK3,2024,1.76635
APTI4,2024,0.0
BMGB4,2024,0.4342
AMAR3,2024,0.50535
EUFA3,2024,0.2592
BALM4,2024,2.98588
CBAV3,2024,-277.0
DASA3,2024,-0.95955
ITSA4,2024,1.36291
REDE3,2024,0.7
RADL3,2024,0.72753
CSED3,2024,0.3959
RDNI3,2024,-3.36147
VIVR3,2024,-1.4716
BEEF3,2024,-2.6494
TEND3,2024,0.8645
CYRE3,2024,4.49891
CRFB3,2024,0.83
CPLE5,2024,0.98165
CPLE6,2024,0.98165
OIBR4,2024,117.81
INEP4,2024,-5678.18
POSI3,2024,0.5745
TEKA4,2024,291.75105
EALT4,2024,3.0787
INTB3,2024,1.6145178959
TXRX4,2024,-9.2612
PTBL3,2024,-0.72374
CLSC4,2024,19.2627
WEGE3,2024,1.44026
MWET4,2024,15.9796
SHUL3,2024,0.67567
SHUL4,2024,0.74324
RSUL4,2024,106.43361
MTSA4,2024,3.66864
JOPA4,2024,2.44385
HBTS5,2024,1.5217
FRAS3,2024,1.3772
MNDL3,2024,0.38496
POMO4,2024,1.09979
RAPT4,2024,1.2443
SLCE3,2024,1.15783
LUPA3,2024,-0.75413
KLBN11,2024,0.30107
GRND3,2024,0.815
MNPR3,2024,1.69716
UCAS3,2024,0.1884
RCSL4,2024,-0.6196
KEPL3,2024,1.1329
CGRA4,2024,5.017
LUXM4,2024,1.7867
PNVL3,2024,0.71
GOAU4,2024,1.5
PATI4,2024,3.53743
BRSR5,2024,1.84
LREN3,2024,1.1382
TASA4,2024,0.60707
RANI3,2024,1.2782
TTEN3,2024,1.5179
LJQQ3,2024,0.00075
ODER4,2024,3.2527
DXCO3,2024,0.2133
