ticker,ano,lucro_liquido
07.526.557/0001-00,2022,14891291.0
07.526.557/0001-00,2023,14960459.0
07.526.557/0001-00,2024,14846952.0
07.594.978/0001-78,2016,-21577.0
07.594.978/0001-78,2017,-11589.0
07.594.978/0001-78,2018,356956.0
07.594.978/0001-78,2019,-339272.0
07.594.978/0001-78,2020,-604428.0
07.594.978/0001-78,2021,-633017.0
07.594.978/0001-78,2022,-86051.0
07.594.978/0001-78,2023,1044176.0
07.594.978/0001-78,2024,440576.0
07.628.528/0001-59,2011,14663.0
07.628.528/0001-59,2012,-6600.0
07.628.528/0001-59,2013,28727.0
07.628.528/0001-59,2014,-13362.0
07.628.528/0001-59,2015,180810.0
07.628.528/0001-59,2016,10572.0
07.628.528/0001-59,2017,27310.0
07.628.528/0001-59,2018,126338.0
07.628.528/0001-59,2019,177079.0
07.628.528/0001-59,2020,119554.0
07.628.528/0001-59,2021,317646.0
07.628.528/0001-59,2022,520100.0
07.628.528/0001-59,2023,268536.0
07.628.528/0001-59,2024,226867.0
07.628.528/0001-59,2025,138019.0
07.682.638/0001-07,2023,765426.0
07.682.638/0001-07,2024,436509.0
07.689.002/0001-89,2010,600178.0
07.689.002/0001-89,2011,171254.0
07.689.002/0001-89,2012,699008.0
07.689.002/0001-89,2013,786410.0
07.689.002/0001-89,2014,826600.0
07.689.002/0001-89,2015,281608.0
07.689.002/0001-89,2016,591811.0
07.689.002/0001-89,2017,847376.0
07.689.002/0001-89,2018,-643568.0
07.689.002/0001-89,2019,-1294086.0
07.689.002/0001-89,2020,-3596233.0
07.689.002/0001-89,2021,-267618.0
07.689.002/0001-89,2022,-1047213.0
07.689.002/0001-89,2023,784355.0
07.689.002/0001-89,2024,1923831.0
07.700.557/0001-84,2010,363669.0
07.700.557/0001-84,2011,326831.0
07.700.557/0001-84,2012,-388004.0
07.700.557/0001-84,2013,-686393.0
07.700.557/0001-84,2014,-1230130.0
07.700.557/0001-84,2015,-1097901.0
07.704.246/0001-93,2020,31300.0
07.704.246/0001-93,2021,21331.0
07.704.246/0001-93,2022,18178.0
07.704.246/0001-93,2023,29746.0
07.714.104/0001-07,2023,63117.0
07.714.104/0001-07,2024,44871.0
07.718.269/0001-57,2010,-18432.0
07.718.269/0001-57,2011,-407166.0
07.718.269/0001-57,2012,-144165.0
07.718.269/0001-57,2013,-52735.0
07.718.269/0001-57,2014,-29105.0
07.718.269/0001-57,2015,22577.0
07.718.269/0001-57,2016,-6341.0
07.718.269/0001-57,2017,21624.0
07.718.269/0001-57,2018,111568.0
07.718.269/0001-57,2019,45724.0
07.718.269/0001-57,2020,-320940.0
07.718.269/0001-57,2021,-153576.0
07.718.269/0001-57,2022,-630785.0
07.718.269/0001-57,2023,-1065922.0
07.802.794/0001-56,2020,91819.0
07.802.794/0001-56,2021,134094.0
07.802.794/0001-56,2022,69774.0
07.802.794/0001-56,2023,101647.0
07.802.794/0001-56,2024,111470.0
07.809.905/0001-56,2010,395233.0
07.809.905/0001-56,2011,385413.0
07.816.890/0001-53,2010,228998.0
07.816.890/0001-53,2011,308919.0
07.816.890/0001-53,2012,389362.0
07.816.890/0001-53,2013,284609.0
07.816.890/0001-53,2014,368047.0
07.816.890/0001-53,2015,361959.0
07.816.890/0001-53,2016,311802.0
07.816.890/0001-53,2017,368536.0
07.816.890/0001-53,2018,470573.0
07.816.890/0001-53,2019,469195.0
07.816.890/0001-53,2020,963978.0
07.816.890/0001-53,2021,452698.0
07.816.890/0001-53,2022,769388.0
07.816.890/0001-53,2023,1020554.0
07.816.890/0001-53,2024,1340986.0
07.820.907/0001-46,2010,45158.0
07.820.907/0001-46,2011,14795.0
07.820.907/0001-46,2012,-23175.0
07.820.907/0001-46,2013,-8776.0
07.820.907/0001-46,2014,-36899.0
07.820.907/0001-46,2015,-33517.0
07.820.907/0001-46,2016,-51180.0
07.820.907/0001-46,2017,-4726.0
07.820.907/0001-46,2018,-21991.0
07.820.907/0001-46,2019,-9913.0
07.820.907/0001-46,2020,-15439.0
07.820.907/0001-46,2021,-6984.0
07.820.907/0001-46,2022,-7551.0
07.820.907/0001-46,2023,-12845.0
07.820.907/0001-46,2024,-639.0
07.823.262/0001-03,2022,-1513.0
07.823.262/0001-03,2023,-7466.0
07.823.262/0001-03,2024,14871.0
07.857.093/0001-14,2019,104211.0
07.857.093/0001-14,2019,104211.0
07.857.093/0001-14,2020,384991.0
07.857.093/0001-14,2021,240378.0
07.857.093/0001-14,2022,343776.0
07.857.093/0001-14,2023,161880.0
07.857.093/0001-14,2024,-148967.0
07.857.850/0001-50,2010,-28678.0
07.857.850/0001-50,2011,-1191905.0
07.857.850/0001-50,2012,-67831.0
07.857.850/0001-50,2013,-366900.0
07.857.850/0001-50,2014,13143.0
07.857.850/0001-50,2015,-695918.0
07.857.850/0001-50,2016,194836.0
07.857.850/0001-50,2017,264133.0
07.857.850/0001-50,2018,-608080.0
07.857.850/0001-50,2019,547519.0
07.857.850/0001-50,2020,-830547.0
07.857.850/0001-50,2021,611190.0
07.857.850/0001-50,2022,-848239.0
07.857.850/0001-50,2023,-70614.0
07.857.850/0001-50,2024,-360228.0
07.859.510/0001-68,2017,30503.0
07.859.510/0001-68,2018,101347.0
07.859.510/0001-68,2019,230545.0
07.859.510/0001-68,2020,49927.0
07.859.510/0001-68,2021,-8382.0
07.859.510/0001-68,2022,-63878.0
07.859.971/0001-30,2010,428630.0
07.859.971/0001-30,2011,495399.0
07.859.971/0001-30,2012,589182.0
07.859.971/0001-30,2013,892852.0
07.859.971/0001-30,2014,904845.0
07.859.971/0001-30,2015,909423.0
07.859.971/0001-30,2016,862066.0
07.859.971/0001-30,2017,648285.0
07.859.971/0001-30,2018,1071305.0
07.859.971/0001-30,2019,1002315.0
07.859.971/0001-30,2020,2262927.0
07.859.971/0001-30,2021,2213714.0
07.859.971/0001-30,2022,1449215.0
07.859.971/0001-30,2023,1367834.0
07.859.971/0001-30,2024,1693915.0
07.875.234/0001-21,2010,81019.0
07.875.234/0001-21,2011,-200444.0
07.882.930/0001-65,2018,16307.0
07.882.930/0001-65,2019,31996.0
07.882.930/0001-65,2020,49083.0
07.882.930/0001-65,2021,27384.0
07.882.930/0001-65,2022,37220.0
07.882.930/0001-65,2023,94896.0
07.882.930/0001-65,2024,69624.0
07.950.674/0001-04,2012,-54752.0
07.950.674/0001-04,2013,-537368.0
07.950.674/0001-04,2014,-30388.0
07.950.674/0001-04,2015,-13585.0
07.950.674/0001-04,2016,-302735.0
07.950.674/0001-04,2017,-5856.0
07.950.674/0001-04,2018,-1666.0
07.950.674/0001-04,2019,-4320.0
07.950.674/0001-04,2020,5648.0
07.950.674/0001-04,2021,-1215.0
07.950.674/0001-04,2022,-7970.0
07.957.093/0001-96,2010,-135525.0
07.957.093/0001-96,2011,-509885.0
07.957.093/0001-96,2012,-1172774.0
07.957.093/0001-96,2013,-17430479.0
07.957.093/0001-96,2014,9868021.0
08.065.557/0001-12,2010,200048.0
08.065.557/0001-12,2011,144411.0
08.065.557/0001-12,2012,-170948.0
08.065.557/0001-12,2013,285449.0
08.065.557/0001-12,2014,211790.0
08.065.557/0001-12,2015,292905.0
08.065.557/0001-12,2016,-456443.0
08.065.557/0001-12,2017,-531594.0
08.065.557/0001-12,2018,-283288.0
08.065.557/0001-12,2019,-262374.0
08.065.557/0001-12,2020,-166875.0
08.065.557/0001-12,2021,-185641.0
08.065.557/0001-12,2022,2300.0
08.065.557/0001-12,2023,-55267.0
08.065.557/0001-12,2024,-151053.0
08.070.508/0001-78,2013,116996.0
08.070.508/0001-78,2014,140883.0
08.070.508/0001-78,2015,110999.0
08.070.508/0001-78,2016,1185644.0
08.070.508/0001-78,2017,1404667.0
08.070.508/0001-78,2018,642807.0
08.070.508/0001-78,2019,473022.0
08.070.508/0001-78,2020,273979.0
08.070.508/0001-78,2021,593948.0
08.070.508/0001-78,2022,1158036.0
08.070.508/0001-78,2023,644795.0
08.070.508/0001-78,2024,-1313314.0
08.070.508/0001-78,2025,-6098329.0
08.078.847/0001-09,2010,132031.0
08.078.847/0001-09,2011,150631.0
08.078.847/0001-09,2012,130118.0
08.078.847/0001-09,2013,165909.0
08.078.847/0001-09,2014,-3983.0
08.078.847/0001-09,2015,-445532.0
08.078.847/0001-09,2016,-30370.0
08.078.847/0001-09,2017,-62526.0
08.078.847/0001-09,2018,-47213.0
08.078.847/0001-09,2019,-2776.0
08.078.847/0001-09,2020,13060.0
08.078.847/0001-09,2021,57152.0
08.078.847/0001-09,2022,27013.0
08.078.847/0001-09,2023,35277.0
08.078.847/0001-09,2024,34526.0
08.100.057/0001-74,2023,-2966.0
08.100.057/0001-74,2024,66501.0
08.140.464/0001-05,2010,43784.0
08.159.965/0001-33,2012,-12388.0
08.159.965/0001-33,2013,19624.0
08.159.965/0001-33,2014,16954.0
08.159.965/0001-33,2015,-66994.0
08.159.965/0001-33,2016,-83854.0
08.159.965/0001-33,2017,30253.0
08.159.965/0001-33,2018,17769.0
08.159.965/0001-33,2019,44724.0
08.159.965/0001-33,2020,-4705.0
08.159.965/0001-33,2021,-47800.0
08.159.965/0001-33,2022,-611082.0
08.159.965/0001-33,2023,-381658.0
08.159.965/0001-33,2024,-317312.0
08.170.849/0001-15,2020,26593.0
08.170.849/0001-15,2021,30668.0
08.170.849/0001-15,2022,54992.0
08.170.849/0001-15,2023,116978.0
08.170.849/0001-15,2024,100074.0
08.213.823/0001-07,2020,-4350.0
08.213.823/0001-07,2021,13102.0
08.213.823/0001-07,2022,14557.0
08.213.823/0001-07,2023,44782.0
08.213.823/0001-07,2024,138595.0
08.262.121/0001-13,2022,134339.0
08.262.121/0001-13,2023,125573.0
08.262.121/0001-13,2024,88685.0
08.281.683/0001-04,2014,-1617962.0
08.281.683/0001-04,2015,-95946.0
08.294.224/0001-65,2010,213466.0
08.294.224/0001-65,2011,220769.0
08.294.224/0001-65,2012,184163.0
08.294.224/0001-65,2013,319932.0
08.294.224/0001-65,2014,43099.0
08.294.224/0001-65,2015,109740.0
08.294.224/0001-65,2016,-250578.0
08.294.224/0001-65,2017,-27270.0
08.294.224/0001-65,2018,195439.0
08.294.224/0001-65,2019,326678.0
08.294.224/0001-65,2020,638854.0
08.294.224/0001-65,2021,981219.0
08.294.224/0001-65,2022,632094.0
08.294.224/0001-65,2023,497865.0
08.294.224/0001-65,2024,861545.0
08.312.229/0001-73,2010,245462.0
08.312.229/0001-73,2011,330741.0
08.312.229/0001-73,2012,338220.0
08.312.229/0001-73,2013,588754.0
08.312.229/0001-73,2014,473955.0
08.312.229/0001-73,2015,444470.0
08.312.229/0001-73,2016,232282.0
08.312.229/0001-73,2017,361465.0
08.312.229/0001-73,2018,102160.0
08.312.229/0001-73,2019,290461.0
08.312.229/0001-73,2020,415027.0
08.312.229/0001-73,2021,452137.0
08.312.229/0001-73,2022,342107.0
08.312.229/0001-73,2023,246096.0
08.312.229/0001-73,2024,428718.0
08.322.396/0001-03,2021,264963.0
08.322.396/0001-03,2022,513615.0
08.322.396/0001-03,2023,242803.0
08.322.396/0001-03,2024,40295.0
08.322.396/0001-03,2025,196528.0
08.343.492/0001-20,2010,675199.0
08.343.492/0001-20,2011,816291.0
08.343.492/0001-20,2012,574837.0
08.343.492/0001-20,2013,450195.0
08.343.492/0001-20,2014,751400.0
08.343.492/0001-20,2015,595354.0
08.343.492/0001-20,2016,574404.0
08.343.492/0001-20,2017,700024.0
08.343.492/0001-20,2018,758137.0
08.343.492/0001-20,2019,747876.0
08.343.492/0001-20,2020,620992.0
08.343.492/0001-20,2021,876805.0
08.343.492/0001-20,2022,-123463.0
08.343.492/0001-20,2023,-18439.0
08.343.492/0001-20,2024,-482097.0
08.364.948/0001-38,2010,448474.0
08.364.948/0001-38,2011,439044.0
08.364.948/0001-38,2012,538938.0
08.364.948/0001-38,2013,654968.0
08.364.948/0001-38,2014,751658.0
08.364.948/0001-38,2015,571192.0
08.364.948/0001-38,2016,689725.0
08.364.948/0001-38,2017,705725.0
08.364.948/0001-38,2018,750790.0
08.364.948/0001-38,2019,1641397.0
08.364.948/0001-38,2020,2055505.0
08.364.948/0001-38,2021,2122816.0
08.364.948/0001-38,2022,1663873.0
08.364.948/0001-38,2023,1150986.0
08.364.948/0001-38,2024,1859906.0
08.397.078/0001-01,2020,29257.0
08.397.078/0001-01,2021,23401.0
08.397.078/0001-01,2022,10398.0
08.397.078/0001-01,2023,13263.0
08.397.078/0001-01,2024,12059.0
08.402.943/0001-52,2010,337795.0
08.402.943/0001-52,2011,363852.0
08.402.943/0001-52,2012,365551.0
08.402.943/0001-52,2013,420584.0
08.402.943/0001-52,2014,480110.0
08.402.943/0001-52,2015,350215.0
08.402.943/0001-52,2016,317551.0
08.402.943/0001-52,2017,570327.0
08.402.943/0001-52,2018,1235674.0
08.402.943/0001-52,2019,592651.0
08.402.943/0001-52,2020,-27154.0
08.402.943/0001-52,2021,453128.0
08.402.943/0001-52,2022,51980.0
08.402.943/0001-52,2023,-34260.0
08.402.943/0001-52,2024,235138.0
08.439.659/0001-50,2010,-15713.0
08.439.659/0001-50,2011,70937.0
08.439.659/0001-50,2012,8261.0
08.439.659/0001-50,2013,-55017.0
08.439.659/0001-50,2014,-167361.0
08.439.659/0001-50,2015,-48717.0
08.439.659/0001-50,2016,-143706.0
08.439.659/0001-50,2017,19646.0
08.439.659/0001-50,2018,118806.0
08.439.659/0001-50,2019,107024.0
08.439.659/0001-50,2020,806006.0
08.439.659/0001-50,2021,1485418.0
08.439.659/0001-50,2022,1316306.0
08.439.659/0001-50,2023,1382380.0
08.439.659/0001-50,2024,1204299.0
08.493.364/0001-62,2011,-52159.0
08.493.364/0001-62,2012,-13286.0
08.493.364/0001-62,2013,-8473.0
08.493.364/0001-62,2014,8551.0
08.493.364/0001-62,2015,6037.0
08.493.364/0001-62,2016,-87187.0
08.493.364/0001-62,2017,-8895.0
08.493.364/0001-62,2018,89886.0
08.493.364/0001-62,2019,18832.0
08.493.364/0001-62,2020,57738.0
08.493.364/0001-62,2021,176161.0
08.493.364/0001-62,2022,72903.0
08.493.364/0001-62,2023,78632.0
08.534.605/0001-74,2010,1498.0
08.534.605/0001-74,2011,-12061.0
08.534.605/0001-74,2012,-6017.0
08.534.605/0001-74,2013,6271.0
08.534.605/0001-74,2014,-35723.0
08.534.605/0001-74,2015,118192.0
08.534.605/0001-74,2016,-1101472.0
08.534.605/0001-74,2017,-1139535.0
08.534.605/0001-74,2018,-856297.0
08.534.605/0001-74,2019,-1014058.0
08.534.605/0001-74,2020,22434.0
08.534.605/0001-74,2021,30687.0
08.534.605/0001-74,2022,777120.0
08.534.605/0001-74,2023,-9238.0
08.534.605/0001-74,2024,-117069.0
08.560.444/0001-93,2010,-630439.0
08.560.444/0001-93,2011,-662286.0
08.560.444/0001-93,2012,-797324.0
08.560.444/0001-93,2013,14350.0
08.560.444/0001-93,2014,-613052.0
08.560.444/0001-93,2015,-618164.0
08.560.444/0001-93,2016,1444026.0
08.560.444/0001-93,2017,124768.0
08.560.444/0001-93,2018,62506.0
08.560.444/0001-93,2019,71922.0
08.560.444/0001-93,2020,166436.0
08.560.444/0001-93,2021,169819.0
08.560.444/0001-93,2022,0.0
08.560.444/0001-93,2023,0.0
08.560.444/0001-93,2024,37486.0
08.572.741/0001-59,2010,44076.0
08.572.741/0001-59,2011,-23066.0
08.574.411/0001-00,2017,7552.0
08.574.411/0001-00,2018,5773.0
08.574.411/0001-00,2019,8030.0
08.574.411/0001-00,2020,4870.0
08.574.411/0001-00,2021,19881.0
08.574.411/0001-00,2022,18008.0
08.574.411/0001-00,2023,29059.0
08.574.411/0001-00,2024,32623.0
08.613.550/0001-98,2010,76603.0
08.613.550/0001-98,2011,117860.0
08.613.550/0001-98,2012,95361.0
08.613.550/0001-98,2013,95803.0
08.613.550/0001-98,2014,-17294.0
08.613.550/0001-98,2015,-89738.0
08.613.550/0001-98,2016,-127728.0
08.613.550/0001-98,2017,-105933.0
08.613.550/0001-98,2018,-68374.0
08.613.550/0001-98,2019,-70765.0
08.613.550/0001-98,2020,-177892.0
08.613.550/0001-98,2021,-73138.0
08.613.550/0001-98,2022,-150738.0
08.613.550/0001-98,2023,-48006.0
08.613.550/0001-98,2024,-48496.0
08.648.295/0001-19,2010,-20954.0
08.648.295/0001-19,2011,-17258.0
08.648.295/0001-19,2012,2054.0
08.648.295/0001-19,2013,-8640.0
08.648.295/0001-19,2014,4155.0
08.684.547/0001-65,2010,92344.0
08.684.547/0001-65,2011,98550.0
08.684.547/0001-65,2012,75781.0
08.684.547/0001-65,2013,58469.0
08.684.547/0001-65,2014,-97016.0
08.684.547/0001-65,2015,-1060447.0
08.684.547/0001-65,2016,453947.0
08.684.547/0001-65,2017,-183102.0
08.723.106/0001-25,2010,-6172.0
08.723.106/0001-25,2011,9644.0
08.723.106/0001-25,2012,-7477.0
08.723.106/0001-25,2013,1833.0
08.723.106/0001-25,2014,3950.0
08.741.499/0001-08,2010,-25381.0
08.741.499/0001-08,2011,-52877.0
08.741.499/0001-08,2012,-36580.0
08.741.499/0001-08,2013,-135841.0
08.741.499/0001-08,2014,-47631.0
08.741.499/0001-08,2015,-216898.0
08.741.499/0001-08,2016,-237036.0
08.741.499/0001-08,2017,-989117.0
08.764.621/0001-53,2010,-11355.0
08.764.621/0001-53,2011,-38001.0
08.764.621/0001-53,2012,-90240.0
08.764.621/0001-53,2013,-117601.0
08.764.621/0001-53,2014,-246339.0
08.764.621/0001-53,2015,-551955.0
08.764.621/0001-53,2016,183379.0
08.764.621/0001-53,2017,251461.0
08.764.621/0001-53,2018,-357047.0
08.764.621/0001-53,2019,-34312.0
08.764.621/0001-53,2020,-472942.0
08.764.621/0001-53,2021,-256470.0
08.764.621/0001-53,2022,-86772.0
08.764.621/0001-53,2023,93165.0
08.764.621/0001-53,2024,-815268.0
08.769.451/0001-08,2016,-594913.0
08.769.451/0001-08,2017,2212378.0
08.769.451/0001-08,2019,-1528.0
08.769.451/0001-08,2020,-424.0
08.769.451/0001-08,2021,-6337.0
08.769.451/0001-08,2022,8023.0
08.769.451/0001-08,2023,23521.0
08.769.451/0001-08,2024,20402.0
08.773.135/0001-00,2019,11757.0
08.773.135/0001-00,2020,55064.0
08.773.135/0001-00,2021,-102355.0
08.773.135/0001-00,2022,89218.0
08.773.135/0001-00,2023,-222647.0
08.773.135/0001-00,2024,-407042.0
08.773.191/0001-36,2015,0.0
08.773.191/0001-36,2016,225358.0
08.773.191/0001-36,2017,126990.0
08.773.191/0001-36,2018,-84242.0
08.773.191/0001-36,2019,-22394.0
08.773.191/0001-36,2020,-81752.0
08.773.191/0001-36,2021,-19455.0
08.773.191/0001-36,2022,-21556.0
08.773.191/0001-36,2023,2485.0
08.795.211/0001-70,2018,-1160.0
08.797.760/0001-83,2019,204056.0
08.797.760/0001-83,2020,189998.0
08.797.760/0001-83,2021,315309.0
08.797.760/0001-83,2022,348440.0
08.797.760/0001-83,2023,495611.0
08.797.760/0001-83,2024,698812.0
08.801.621/0001-86,2010,107988.0
08.801.621/0001-86,2011,128185.0
08.801.621/0001-86,2012,171326.0
08.801.621/0001-86,2013,190999.0
08.801.621/0001-86,2014,148818.0
08.801.621/0001-86,2015,52238.0
08.801.621/0001-86,2016,14360.0
08.801.621/0001-86,2017,222453.0
08.801.621/0001-86,2018,49702.0
08.801.621/0001-86,2019,96774.0
08.801.621/0001-86,2020,127991.0
08.801.621/0001-86,2021,1404193.0
08.801.621/0001-86,2022,-32939.0
08.801.621/0001-86,2023,5546.0
08.801.621/0001-86,2024,659946.0
08.807.432/0001-10,2010,80660.0
08.807.432/0001-10,2011,70155.0
08.807.432/0001-10,2012,109687.0
08.807.432/0001-10,2013,244707.0
08.807.432/0001-10,2014,425645.0
08.807.432/0001-10,2015,484674.0
08.807.432/0001-10,2016,368102.0
08.807.432/0001-10,2017,424590.0
08.807.432/0001-10,2018,644873.0
08.807.432/0001-10,2019,646140.0
08.807.432/0001-10,2020,98181.0
08.807.432/0001-10,2021,158171.0
08.807.432/0001-10,2022,-55444.0
08.807.432/0001-10,2023,154651.0
08.807.432/0001-10,2024,341208.0
08.810.422/0001-34,2022,163762.0
08.811.643/0001-27,2010,39989.0
08.811.643/0001-27,2011,-38538.0
08.811.643/0001-27,2012,27629.0
08.811.643/0001-27,2013,59171.0
08.811.643/0001-27,2014,38511.0
08.811.643/0001-27,2015,24780.0
08.811.643/0001-27,2016,2866.0
08.811.643/0001-27,2017,35448.0
08.811.643/0001-27,2018,76998.0
08.811.643/0001-27,2019,151022.0
08.811.643/0001-27,2020,183626.0
08.811.643/0001-27,2021,131965.0
08.811.643/0001-27,2022,69749.0
08.811.643/0001-27,2023,130195.0
08.811.643/0001-27,2024,174844.0
08.827.501/0001-58,2013,80572.0
08.827.501/0001-58,2014,112238.0
08.827.501/0001-58,2015,115156.0
08.827.501/0001-58,2016,103129.0
08.827.501/0001-58,2017,145008.0
08.827.501/0001-58,2018,176147.0
08.827.501/0001-58,2019,294412.0
08.827.501/0001-58,2020,500940.0
08.827.501/0001-58,2021,586728.0
08.827.501/0001-58,2022,416874.0
08.827.501/0001-58,2023,1596362.0
08.827.501/0001-58,2024,2396851.0
08.845.676/0001-98,2024,54195.0
08.873.873/0001-10,2010,292692.0
08.873.873/0001-10,2011,373582.0
08.873.873/0001-10,2012,441698.0
08.873.873/0001-10,2013,449073.0
08.873.873/0001-10,2014,402156.0
08.873.873/0001-10,2015,387913.0
08.873.873/0001-10,2016,523673.0
08.873.873/0001-10,2017,642519.0
08.873.873/0001-10,2018,597842.0
08.873.873/0001-10,2019,109113.0
08.873.873/0001-10,2020,415589.0
08.873.873/0001-10,2021,421702.0
08.873.873/0001-10,2022,444437.0
08.873.873/0001-10,2023,771117.0
08.873.873/0001-10,2024,1014685.0
08.887.330/0001-52,2011,767656.0
08.887.330/0001-52,2012,2192332.0
08.887.330/0001-52,2013,957699.0
08.887.330/0001-52,2013,499986.0
08.887.330/0001-52,2014,642479.0
08.887.330/0001-52,2015,886262.0
08.887.330/0001-52,2016,459023.0
08.887.330/0001-52,2017,1046297.0
08.902.291/0001-15,2019,3664263.0
08.902.291/0001-15,2020,4030710.0
08.902.291/0001-15,2021,6370966.0
08.902.291/0001-15,2022,2950298.0
08.902.291/0001-15,2023,3568737.0
08.902.291/0001-15,2024,4527718.0
08.904.552/0001-36,2010,-451446.0
08.904.552/0001-36,2011,218464.0
08.904.552/0001-36,2012,-833593.0
08.926.302/0001-05,2013,-16869047.0
08.926.302/0001-05,2014,9921481.0
08.926.302/0001-05,2015,-754286.0
08.926.302/0001-05,2016,-698949.0
08.926.302/0001-05,2017,-1952738.0
08.926.302/0001-05,2018,-670977.0
08.926.302/0001-05,2019,-126516.0
08.926.302/0001-05,2020,-328572.0
08.926.302/0001-05,2021,56813.0
08.926.302/0001-05,2023,537439.0
08.926.302/0001-05,2024,6445650.0
08.935.054/0001-50,2010,-123876.0
08.935.054/0001-50,2011,-358332.0
08.935.054/0001-50,2012,-57604.0
08.935.054/0001-50,2013,-112144.0
08.935.054/0001-50,2014,-102910.0
08.935.054/0001-50,2015,-157028.0
08.935.054/0001-50,2016,-314978.0
08.935.054/0001-50,2017,118121.0
08.935.054/0001-50,2018,-217296.0
08.935.054/0001-50,2019,-32249.0
08.935.054/0001-50,2020,-64160.0
08.935.054/0001-50,2021,-30880.0
08.935.054/0001-50,2022,59277.0
08.935.054/0001-50,2023,237014.0
08.935.054/0001-50,2024,-44057.0
08.936.792/0001-12,2010,7873.0
08.936.792/0001-12,2011,1875.0
08.936.792/0001-12,2012,17854.0
08.936.792/0001-12,2013,4179.0
08.943.312/0001-40,2010,10080.0
08.943.312/0001-40,2011,-584388.0
08.943.312/0001-40,2012,98514.0
09.041.168/0001-10,2012,8588.0
09.041.168/0001-10,2013,30922.0
09.041.168/0001-10,2014,272247.0
09.041.168/0001-10,2015,17191.0
09.041.168/0001-10,2016,35656.0
09.041.168/0001-10,2017,37413.0
09.041.168/0001-10,2018,47087.0
09.041.168/0001-10,2019,93335.0
09.041.168/0001-10,2020,142572.0
09.041.168/0001-10,2021,383236.0
09.041.168/0001-10,2022,400700.0
09.041.168/0001-10,2023,194960.0
09.041.168/0001-10,2024,344378.0
09.042.817/0001-05,2020,35730.0
09.042.817/0001-05,2021,75349.0
09.042.817/0001-05,2022,85566.0
09.042.817/0001-05,2023,86889.0
09.042.817/0001-05,2024,120163.0
09.053.134/0001-45,2019,39560.0
09.053.134/0001-45,2020,40942.0
09.053.134/0001-45,2021,176741.0
09.053.134/0001-45,2022,84383.0
09.053.134/0001-45,2023,-42863.0
09.053.134/0001-45,2024,-134025.0
09.054.385/0001-44,2010,20915.0
09.054.385/0001-44,2011,-19514.0
09.054.385/0001-44,2012,-14188.0
09.054.385/0001-44,2013,36925.0
09.054.385/0001-44,2014,33916.0
09.054.385/0001-44,2015,13311.0
09.054.385/0001-44,2016,-96635.0
09.054.385/0001-44,2017,-90408.0
09.054.385/0001-44,2018,-27071.0
09.054.385/0001-44,2019,23990.0
09.054.385/0001-44,2020,-111030.0
09.054.385/0001-44,2021,1763.0
09.054.385/0001-44,2022,-125028.0
09.054.385/0001-44,2023,-26206.0
09.054.385/0001-44,2024,-46840.0
09.083.175/0001-84,2019,63900000.0
09.083.175/0001-84,2020,60401.0
09.112.685/0001-32,2010,-77176.0
09.112.685/0001-32,2011,4685.0
09.112.685/0001-32,2012,-32724.0
09.112.685/0001-32,2013,-2399842.0
09.112.685/0001-32,2014,-4236936.0
09.112.685/0001-32,2015,-987345.0
09.112.685/0001-32,2016,-1445855.0
09.112.685/0001-32,2017,-502697.0
09.112.685/0001-32,2018,-427575.0
09.112.685/0001-32,2019,-568628.0
09.112.685/0001-32,2020,-871911.0
09.112.685/0001-32,2021,122860.0
09.112.685/0001-32,2022,-288421.0
09.112.685/0001-32,2023,-1191067.0
09.112.685/0001-32,2024,-1591264.0
09.114.805/0001-30,2019,9616.0
09.114.805/0001-30,2020,-22810.0
09.114.805/0001-30,2021,-47378.0
09.114.805/0001-30,2022,-92975.0
09.114.805/0001-30,2023,73315.0
09.114.805/0001-30,2024,-15598.0
09.146.451/0001-06,2020,66305.0
09.146.451/0001-06,2021,77447.0
09.146.451/0001-06,2022,46749.0
09.146.451/0001-06,2023,77989.0
09.146.451/0001-06,2024,58695.0
09.149.503/0001-06,2010,-19615.0
09.149.503/0001-06,2011,-3642.0
09.149.503/0001-06,2012,-10735.0
09.149.503/0001-06,2013,-16878.0
09.149.503/0001-06,2014,26368.0
09.149.503/0001-06,2015,4776.0
09.149.503/0001-06,2016,26601.0
09.149.503/0001-06,2017,113116.0
09.149.503/0001-06,2018,50031.0
09.149.503/0001-06,2019,32629.0
09.149.503/0001-06,2020,54720.0
09.149.503/0001-06,2021,296373.0
09.149.503/0001-06,2022,55306.0
09.149.503/0001-06,2023,203021.0
09.149.503/0001-06,2024,684430.0
09.191.251/0001-75,2010,-96974.0
09.229.201/0001-30,2020,282646.0
09.229.201/0001-30,2021,399748.0
09.229.201/0001-30,2022,517032.0
09.229.201/0001-30,2023,646347.0
09.229.201/0001-30,2024,666434.0
09.267.996/0001-70,2020,7337.0
09.267.996/0001-70,2021,-11862.0
09.267.996/0001-70,2022,-26622.0
09.267.996/0001-70,2023,5198.0
09.267.996/0001-70,2024,-27185.0
09.288.252/0001-32,2012,23503.0
09.288.252/0001-32,2013,34020.0
09.288.252/0001-32,2014,159094.0
09.288.252/0001-32,2015,64203.0
09.288.252/0001-32,2016,20845.0
09.288.252/0001-32,2017,85152.0
09.288.252/0001-32,2018,2251.0
09.288.252/0001-32,2019,-9593.0
09.288.252/0001-32,2020,-40651.0
09.288.252/0001-32,2021,-81328.0
09.288.252/0001-32,2022,11454.0
